Question,Answer
what is Diffusion Art,"Diffusion Art: A tool to generate art, upscale images and prompt generator.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/6426f204078efa80efe29245_diffusionart-co-logo.png"
what is Jeda.ai,"Jeda.ai: A platform for teams to collaborate and create visual content.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/642653231643d16ce68768ea_640c522378c528da4839562a_JedaAi-avatar.webp"
what is Libraria,"Libraria: A platform to create, manage, and embed chatbots.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/6425839cf2535d2e615125c4_libraria-dev-logo.png"
what is Seazn,"Seazn: An app to create personalized recipes.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64251994f2535de0b3db1be5_1200x630wa.png"
what is EasyPR AI,"EasyPR AI: A platform to automate HARO pitches.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/6425199374d291035b6105a3_Screen-Shot-2023-03-24-at-3-08-40-PM.png"
what is Outboundly,"Outboundly: A Google Chrome Extension for personalized cold outreach.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/6425198c072d5da87d3d8001_screen.jpeg"
what is Cape GPT,"Cape GPT: A Google Chrome Extension to enhances the functionality of chat-GPT.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/6425198b510b0f44e938052b_Mf7WVnw9EUTonrrvxnQRVNJpSs1JQRBaixIevfn6mhcckyxp7VTEOuN4QabWQfnfwBsosVUUHJegXbbFCCRkEZ0TNA%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg"
what is Yarnit,"Yarnit: A platform for digital storytelling and create content.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/6425198a74d2913bf560fb55_ace00b_8b3894ea07ca4ee78d5d890091f907c7~mv2.png"
what is 10Web,"10Web: A platform for all-in-one WordPress hosting and optimization.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64257b252be9e7e9a24919f7_10web-io-logo.png"
what is AutoResponder.ai,"AutoResponder.ai: A tool that sends automatic chat replies to popular messengers.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64237bdfa88bac68970dbffc_515a52_558fe84b3377494b8a8ceb0be9ed7c61~mv2.png"
what is Eluna.ai,"Eluna.ai: A platform with AI toolsets.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/6423dd2d0af08ddf7f3b4165_eluna-ai-logo.png"
what is Role Model AI,"Role Model AI: A platform to create personalized AI assistant.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64237bdf6ce1fc3783cc9060_6420f16f7894bf65c033a5bf_banner.png"
what is Aidaptive,"Aidaptive: A platform for personalized eCommerce campaigns.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64237bde27a0f01022a38417_Website-Feature-Image-Predictive-Personalization-Page-Images-Predictive-Personalization-9-Dec-2022.png"
what is Parseur,"Parseur: A tool to extract text from documents.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64237bdd6ce1fc4e45cc905d_parseur-cover-v4.jpeg"
what is Meet Shepherd,"Meet Shepherd: A remote meeting tool for teams with note and task taking.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/6423d879b936b0ab29b399c9_meetshepherd-logo.png"
what is Video2Recipe,"Video2Recipe: A tool to convert cooking videos into recipes.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/6423d5d13c904eea67f85f6f_video2recipe-logo.png"
what is GPTGame,"GPTGame: A tool to create and customize simple games to play and share online.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/6423d21b65638d279794da6c_gptgame-app-logo.png"
what is AixStock,"AixStock: A website for buying ai generated stock photos.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/6423cce60bc56a317f590075_aixstock-logo.png"
what is FormWise,"FormWise: A platform to build AI tools.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64237bd93c0c6be08080eb94_640b89d4ab21ca3b309589c9_FormWise%2520(6).png"
what is Praxy AI,"Praxy AI: A Google Chrome Extension for students productivity.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/6423c63773f9ae31abd70ab6_praxylabs-logo.png"
what is Waitroom,"Waitroom: A video meeting tool for teams to collaborate.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64237bd827a0f06b55a37dca_og-image.jpeg"
what is Apo AI,"Apo AI: A tool for older adults to learn about technology.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64237bd745a15b3367d6a777_Apo-Featured-Image.png"
what is Collider AI,"Collider AI: A tool to generate personalized ads for campaigns.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64237bd64082baf025ced07c_45E200CB-ABCC-44D5-A.jpeg"
what is StudioGPT,"StudioGPT: Reimagine Images - Upload and convert to new image; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/642379b19829462a0d27ee99_Screenshot-3-28-2023-4.34.38%20PM.png"
what is UNCODE-IT,"UNCODE-IT: A tool to explain and summarise code.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64231e80b5fff353363308ea_uncode-logo.png"
what is 60sec.site,"60sec.site: A landing page builder.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64221c2e191aee5224e69b1d_opengraph-f76ad0bb5bff5aad0311d37c09c65955e3c188abf288e75d7074a85669906ccd.jpeg"
what is Mini Course Generator,"Mini Course Generator: A platform to create mini-courses.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64221c2da6be103971865e06_featured-ai.png"
what is Gamma App,"Gamma App: A tool to create interactive content.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64221c2c99c294090eddf30d_og-image-d666e6.jpeg"
what is Superus,"Superus: A tool for visualizing mindmaps.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64221c2ba6be108104865cce_superus-opengraph-wwmbs.png"
what is Podium,"Podium: A podcast creation tool.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/64221c293f7a43f2bd382df0_nf3BSUqGe8fSWN2dUF1oTq2p4yQ.png"
what is Wavel.ai,"Wavel.ai: A platform with video solutions, including subtitling and voiceovers.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/6420c637f136ec941ce96e55_meta.webp"
what is FlowGPT,"FlowGPT: Multi-threaded conversations for ChatGPT; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/6420c6530bbd0a66b51627a6_FlowGPT-scr1.png"
what is Dreamlife,"Dreamlife: A camera app to simplifying home design.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641fc7ca1975ae05635ab27c_1200x630wa.png"
what is Avaturn,"Avaturn: A tool to create 3D avatar web, Unity, and Unreal.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641fc7c9c8fbbdfed0954eb3_thumb_8369258dda.jpeg"
what is StealthGPT,"StealthGPT: A tool to create content that passes ai detections.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/642044ae7bbd03cc640cc423_stealthgpt-ai-logo.png"
what is Movmi,"Movmi: A free software for motion capture to create 3D animations.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641ef6d36865ff71c6b9511c_movmi-co-logo.png"
what is AnthemScore,"AnthemScore: A software to convert audio into music sheets.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641ef75e6865ff840fba0072_anthemscore-logo.jpeg"
what is TrainEngine.ai,"TrainEngine.ai: A tool to train Dreambooth models.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641e3e157be1758ab5061efc_ogimage.png"
what is OpenRead,"OpenRead: A tool to access, interact with, and edit papers.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/642249bb150ff8d2426ee2d9_FsRUZI5agAA6hxh.jpg"
what is Oxolo,"Oxolo: A automated video ads creation tool.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641ef4946865ff39e7b6d6f6_oxolo-logo.png"
what is MagicBrief,"MagicBrief: A tool for creating and planning ads for social media.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641e3e117059b42ca17461d5_6405592a156eb1350bd08625_opengraph.jpeg"
what is ComfyUI,"ComfyUI: A modular, optimized GUI for stable diffusion.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641e3e1051f9bc3b6dd21a1c_ComfyUI.png"
what is Lindy,"Lindy: An ai assistant for office tasks.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641e36c0fc0ffd44e4297231_641acaf21b8bc5207d55a97e_thumbnail-lindy.jpeg"
what is ChatShape,"ChatShape: A Google Chrome Extension to create chatbots.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641eedb0a7474283507a16f2_chatshape-logo.png"
what is Timely,"Timely: A tool for automatic time tracking.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641e36bfd4e20a57b39e04f3_625c2719fe8ab432a040b4e5_timely.png"
what is Fotor,"Fotor: An online photo editor and creating designs.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641e36be070ffd5057a506d8_fotor-photo-editor-design-collage.jpeg"
what is Tugan.ai,"Tugan.ai: A tool for email automation and generate emails.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641e36bd90f2fcabd2be4417_aCAmS7EWyT8XeUhGF1prpoAKLLZOztGYC31dJXC2.jpeg"
what is Jife,"Jife: A tool for interior design generatoration.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641e36bdf8dd0581189cfe55_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1678947810806x710610836351203200%252Fhttps___s3.amazonaws.com_appforest_uf_f1678895686079x946255698208919800_535ff223afc3698d628dc55eca1490df.jpeg"
what is Puzzle Labs,"Puzzle Labs: A tool to create glossary on their website.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641e36bbfc0ffd3e4f296e4a_thumbnail-image001.png"
what is Unbounce Smart Copy,"Unbounce Smart Copy: A tool for generating persuasive content.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641e36bbfc0ffd6983296dca_OGimage.png"
what is Ocoya,"Ocoya: A suite of tools for social media content creation and management.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641e36ba070ffd3598a501df_637619b6a06a3c8dc7621781_3_0-06%2520(3).png"
what is EpicMusicQuiz,"EpicMusicQuiz: A tool to to create and share custom music video quizzes.; 
You can find more information about this tool at https://global-uploads.webflow.com/63994dae1033718bee6949ce/641d17f384a906146bc9020f_banner.png"
